333	318
333	193
334	320
335	370
335	320
336	370
336	320
337	368
337	318
338	365
338	315
339	361
339	311
340	357
340	219
341	353
341	214
342	349
342	209
343	345
343	204
344	341
344	200
345	337
346	383
346	333
347	378
347	328
348	373
348	323
349	369
349	319
350	365
350	315
351	362
351	219
352	359
352	217
353	358
353	217
354	358
354	217
355	359
355	219
356	362
356	222
357	366
357	316
358	371
358	321
359	378
359	328
360	387
360	337
360	202
361	347
361	215
362	360
362	310
363	375
363	325
364	391
364	341
364	213
365	359
365	309
366	380
366	330
366	206
367	352
367	302
368	376
368	326
368	205
369	351
369	301
370	378
370	321
370	205
371	339
371	225
372	357
372	307
372	202
373	332
373	282
373	164
374	352
374	302
374	243
374	173
374	103
375	335
375	285
375	235
375	173
375	123
376	352
376	302
376	252
376	202
376	148
376	98
377	324
377	274
377	224
377	174
377	124
378	344
378	294
378	244
378	194
378	144
378	94
379	308
379	258
379	208
379	158
379	108
380	321
380	271
380	221
380	171
380	121
381	334
381	284
381	234
381	184
381	134
382	346
382	296
382	246
382	196
382	146
382	96
383	307
383	257
383	207
383	157
383	107
384	317
384	267
384	217
384	167
384	117
385	326
385	276
385	226
385	176
385	126
386	334
386	284
386	234
386	184
386	134
387	340
387	290
387	240
387	190
387	140
388	345
388	295
388	245
388	195
388	145
389	348
389	298
389	248
389	198
389	148
389	98
390	299
390	249
390	199
390	149
391	347
391	297
391	247
391	197
391	147
392	343
392	293
392	243
392	193
392	143
393	336
393	286
393	236
393	186
393	136
394	324
394	274
394	224
394	174
394	124
395	307
395	257
395	207
395	157
396	335
396	285
396	235
396	185
396	130
397	304
397	254
397	204
397	154
398	309
398	259
398	209
398	159
399	307
399	257
399	207
399	157
400	299
400	249
400	199
401	332
401	282
401	232
401	182
402	303
402	253
402	203
403	304
403	250
403	200
404	270
404	220
405	258
406	260
408	230
411	225
453	274
454	269
455	313
455	263
455	213
456	293
456	243
457	339
457	289
457	239
458	351
458	301
458	251
458	201
459	336
459	286
459	236
459	186
460	334
460	284
460	234
460	184
461	340
461	290
461	240
461	190
462	353
462	303
462	253
462	203
463	370
463	320
463	270
463	220
463	170
464	343
464	293
464	243
464	193
465	370
465	320
465	270
465	220
465	170
466	350
466	300
466	250
466	200
467	383
467	333
467	283
467	233
467	183
468	369
468	319
468	269
468	219
468	169
469	358
469	308
469	258
469	208
469	158
470	349
470	299
470	249
470	199
470	149
471	341
471	291
471	241
471	191
471	141
472	335
472	285
472	235
472	185
473	380
473	330
473	280
473	230
473	180
474	376
474	326
474	276
474	226
474	176
475	372
475	322
475	272
475	222
475	172
476	368
476	318
476	268
476	218
476	168
477	364
477	314
477	264
477	214
477	164
478	359
478	309
478	259
478	209
478	159
479	354
479	304
479	254
479	204
479	154
480	349
480	299
480	249
480	199
480	149
481	345
481	295
481	245
481	195
481	145
482	341
482	291
482	241
482	191
482	141
483	337
483	287
483	237
483	187
483	137
484	333
484	283
484	233
484	183
484	133
485	329
485	279
485	229
485	179
485	129
486	326
486	267
486	215
486	165
487	362
487	312
487	202
487	152
488	348
488	298
488	176
488	126
489	322
489	190
489	140
490	335
490	186
490	136
491	330
491	158
492	351
492	169
492	119
493	170
493	120
494	158
495	182
495	132
496	146
497	157
498	166
499	173
499	123
500	128
501	131
502	132
503	132
504	130
505	127
506	122
508	158
509	149
510	139
511	129
513	154
514	141
515	127
517	147
518	131
520	148
521	130
523	145
524	127
526	139
528	151
529	132
531	144
533	156
534	138
536	152
537	135
539	152
541	169
542	153
544	173
545	158
547	178
548	164
549	149
551	171
552	156
554	176
555	161
557	183
558	170
560	197
561	188
562	181
563	176
564	172
565	175
566	197
566	120
567	187
567	125
568	196
568	140
569	216
569	165
569	115
570	194
570	144
571	227
571	177
571	127
572	213
572	163
572	113
573	203
573	153
573	103
574	196
574	146
575	244
575	194
575	144
576	246
576	196
576	146
577	252
577	202
577	152
578	261
578	211
578	161
578	111
579	224
579	174
579	124
580	242
580	192
580	142
581	263
581	213
581	163
581	113
582	236
582	186
582	136
583	263
583	213
583	163
583	113
584	242
584	192
584	142
585	274
585	224
585	174
585	124
586	260
586	210
586	160
586	110
587	250
587	200
587	150
588	293
588	243
588	193
588	143
589	290
589	240
589	190
589	140
590	291
590	241
590	191
590	141
591	296
591	246
591	196
591	146
592	306
592	256
592	206
592	156
593	320
593	270
593	220
593	170
593	120
594	288
594	238
594	188
594	138
595	310
595	260
595	210
595	160
596	337
596	287
596	237
596	187
596	137
597	316
597	266
597	216
597	166
598	347
598	297
598	247
598	197
598	147
599	330
599	280
599	230
599	180
600	345
600	295
600	245
600	195
601	352
601	302
601	252
601	202
602	354
602	304
602	254
602	204
603	351
603	301
603	251
603	201
604	340
604	290
604	240
605	367
605	317
605	267
605	217
606	337
606	287
606	237
607	353
607	303
607	253
608	366
608	316
608	266
609	377
609	327
609	277
609	227
610	336
610	286
610	236
611	343
611	293
611	243
612	349
612	299
612	249
613	353
613	303
613	253
614	353
614	303
614	253
615	348
615	298
616	389
616	339
616	289
617	378
617	328
617	278
618	364
618	314
619	396
619	346
619	296
620	374
620	324
621	398
621	348
621	298
622	368
622	318
623	385
623	335
624	398
624	348
624	298
625	357
625	307
626	362
626	312
627	363
627	313
628	360
628	310
629	353
630	392
630	342
631	376
631	326
632	356
633	381
633	331
634	350
635	364
636	372
637	374
638	367
645	111
647	99
650	118
651	94
653	276
654	284
655	299
655	107
656	273
657	301
657	114
658	284
658	100
659	273
659	91
660	265
661	312
661	262
662	313
662	263
663	318
663	268
663	92
664	277
664	103
665	290
665	117
666	306
666	256
667	325
667	275
667	105
668	297
668	129
669	322
669	272
669	106
670	300
670	250
671	332
671	282
671	120
672	316
672	266
672	106
673	303
673	253
673	96
674	294
674	244
675	337
675	287
675	237
676	333
676	283
676	131
677	331
677	281
677	131
678	332
678	282
678	232
679	335
679	285
679	235
680	341
680	291
680	241
680	96
681	298
681	248
681	105
682	308
682	258
682	115
683	319
683	269
683	128
684	332
684	282
684	232
685	347
685	297
685	247
685	109
686	315
686	265
686	128
687	334
687	284
687	234
687	99
688	305
688	255
688	121
689	327
689	277
689	227
690	351
690	301
690	251
690	119
691	326
691	276
691	226
692	353
692	303
692	253
692	124
693	332
693	271
693	221
694	351
694	283
694	233
694	107
695	316
695	242
695	117
696	326
696	247
696	124
697	334
697	252
697	130
698	339
698	253
698	133
699	342
699	253
699	134
700	344
700	251
700	134
701	344
701	248
701	132
702	340
702	242
702	124
703	334
703	233
703	116
704	327
704	223
704	108
705	261
705	211
706	358
706	249
706	141
707	348
707	237
707	127
708	338
708	224
708	116
709	261
709	211
710	365
710	247
710	145
711	353
711	232
711	128
712	339
712	216
712	113
713	248
713	198
714	355
714	228
714	126
715	337
715	207
716	364
716	232
716	126
717	328
717	208
718	364
718	237
718	136
719	346
719	219
719	120
720	324
720	204
721	368
721	240
721	190
722	355
722	227
722	138
723	348
723	219
723	136
724	347
724	217
724	136
725	346
725	215
725	137
726	347
726	216
726	141
727	351
727	216
727	143
728	353
728	218
728	148
729	358
729	222
729	156
730	365
730	229
730	179
731	375
731	323
731	189
731	130
732	337
732	201
732	149
733	357
733	219
733	169
734	377
734	327
734	187
734	137
735	344
735	203
735	153
736	360
736	217
736	167
737	373
737	229
737	179
737	129
738	334
738	188
738	138
739	343
739	194
739	144
740	349
740	199
740	149
741	354
741	202
741	152
742	356
742	202
742	152
743	355
743	200
743	150
744	353
744	196
744	146
745	348
745	189
745	139
746	340
746	179
747	381
747	218
747	168
748	369
748	204
748	154
749	356
749	190
749	140
750	341
750	173
751	375
751	205
751	155
752	357
752	185
753	388
753	338
753	164
754	367
754	191
754	141
755	345
755	168
756	372
756	193
756	143
757	347
757	165
758	369
758	185
759	390
759	340
759	154
760	359
760	171
761	376
761	186
762	392
762	342
762	150
763	356
763	161
764	368
764	171
765	378
765	178
766	384
766	182
767	389
767	339
768	388
768	338
769	371
769	146
770	353
771	385
771	160
772	367
772	142
773	349
774	380
774	154
775	360
776	390
776	340
777	370
777	144
778	349
779	374
779	143
780	346
781	366
782	382
782	144
783	344
784	351
785	354
786	352
787	347
788	342
790	382
791	377
792	372
793	367
794	362
795	357
796	352
797	347
799	387
800	382
801	376
802	370
803	364
804	358
805	352
806	346
808	384
809	377
810	370
811	363
812	355
813	347
815	381
816	372
817	363
818	354
819	362
819	159
820	357
820	165
821	377
821	194
821	144
822	362
822	188
822	138
823	367
823	205
823	155
823	105
824	249
824	199
824	149
825	389
825	252
825	202
825	152
825	102
826	263
826	213
826	163
826	113
827	355
827	242
827	192
827	142
828	384
828	274
828	224
828	174
828	124
829	366
829	262
829	212
829	162
829	112
830	354
830	261
830	211
830	161
830	111
831	353
831	267
831	217
831	167
831	117
832	360
832	279
832	229
832	179
832	129
833	371
833	297
833	247
833	197
833	147
834	388
834	324
834	274
834	224
834	174
834	124
835	364
835	314
835	264
835	214
835	164
835	114
836	353
836	303
836	253
836	203
836	153
836	103
837	342
837	292
837	242
837	192
837	142
838	380
838	330
838	280
838	230
838	180
838	130
839	368
839	318
839	268
839	218
839	168
839	118
840	356
840	306
840	256
840	206
840	156
840	106
841	343
841	293
841	243
841	193
841	143
842	380
842	330
842	280
842	230
842	180
842	130
843	366
843	316
843	266
843	216
843	166
843	116
844	351
844	301
844	251
844	201
844	151
845	369
845	319
845	269
845	219
845	169
846	363
846	313
846	263
846	213
847	386
847	336
847	286
847	236
847	186
848	357
848	307
848	257
848	207
849	372
849	322
849	272
849	222
850	380
850	330
850	280
850	230
851	380
851	330
851	280
851	230
852	373
852	323
852	273
852	223
853	359
853	309
853	259
854	387
854	337
854	287
854	237
855	351
855	301
855	251
856	362
856	312
856	262
857	370
857	320
857	270
858	375
858	325
858	275
859	376
859	326
859	276
860	372
860	319
860	269
861	357
861	303
862	388
862	333
862	283
863	364
863	307
864	384
864	326
864	276
865	340
865	290
866	341
866	291
867	333
868	383
868	318
869	364
870	388
870	318
871	355
872	363
873	359
875	380
876	365
878	385
879	370
880	355
882	375
883	360
885	380
886	366
888	389
889	377
890	365
892	389
893	375
894	361
896	383
897	368
898	353
900	374
901	360
903	384
904	371
905	358
907	379
908	363
910	375
